post_id,platform,content_type,category,creator_type,follower_count,account_age_days,hook_strength,relatability_score,thumbnail_quality,caption_length,hashtag_count,trending_audio,call_to_action,video_duration,post_time,day_of_week,emotion_trigger,views,likes,comments,shares,saves,impressions,reach,watch_time_avg,completion_rate,engagement_rate,first_3sec_retention,viral
551,Instagram,Short,Tech,influencer,10479,927,1,4,5,47,34,1,1,128,14,7,neutral,9977,832,355,173,56,20793,10868,44.18,0.35,0.142,0.16,0
552,Instagram,Post,Tech,influencer,358,1958,1,2,2,52,30,1,1,82,21,7,curiosity,2859,314,57,80,73,4219,3647,66.08,0.81,0.183,0.22,1
553,Instagram,Reel,Tech,brand,2962,107,7,10,8,217,19,0,1,19,6,2,neutral,6761,236,199,131,179,14111,11839,8.89,0.47,0.11,0.79,1
554,TikTok,Short,Entertainment,brand,5647,1340,9,4,1,230,0,1,0,148,21,2,fear,15688,1118,774,232,277,28955,21426,48.52,0.33,0.153,1,1
555,TikTok,Video,Entertainment,individual,3840,53,10,10,10,19,16,1,0,6,15,5,funny,5509,293,70,84,116,7137,4204,3.03,0.51,0.102,1,0
556,YouTube,Post,Entertainment,brand,1633,1137,7,8,7,290,12,1,0,107,7,6,fear,7296,473,138,190,115,9971,5881,106.15,0.99,0.126,0.71,1
557,YouTube,Short,Meme,brand,4146,853,7,9,4,45,2,0,0,5,16,7,neutral,2950,309,68,68,24,6415,3557,3.98,0.8,0.159,0.8,0
558,YouTube,Video,Tech,influencer,2043,1323,9,4,4,248,14,1,1,36,17,6,inspiration,2774,332,57,72,29,6866,4951,26.87,0.75,0.177,1,0
559,Instagram,Reel,Tech,brand,3318,1460,2,9,9,278,23,1,1,143,19,3,inspiration,5436,462,64,129,42,12401,7067,94.56,0.66,0.128,0.21,0
560,Instagram,Short,Education,influencer,227,71,10,10,4,166,15,0,0,149,20,5,curiosity,1472,138,17,22,43,2973,2185,35.35,0.24,0.149,1,1
561,TikTok,Reel,Motivation,influencer,2009,600,9,6,5,296,11,1,1,103,15,6,fear,954,42,26,16,15,1592,1222,50.66,0.49,0.104,1,0
562,Instagram,Video,Education,brand,433,88,5,10,6,166,8,1,0,65,4,3,fear,1518,137,30,8,44,2858,2511,42.62,0.66,0.144,0.62,1
563,Instagram,Post,Entertainment,individual,38798,1596,3,6,3,203,4,1,1,143,2,3,funny,116707,9565,5320,2626,1407,148425,130889,62.59,0.44,0.162,0.45,1
564,Instagram,Short,Entertainment,individual,5353,899,9,4,9,68,37,1,1,121,18,6,fear,3864,450,123,96,25,8514,4387,69.47,0.57,0.18,1,0
565,Instagram,Post,Entertainment,brand,20711,1294,3,5,6,89,6,1,1,139,17,2,inspiration,31144,2338,778,643,1020,66067,36586,40.44,0.29,0.153,0.47,0
566,YouTube,Video,Motivation,individual,5516,703,8,1,9,26,9,1,1,150,12,6,curiosity,23962,2286,1197,713,744,54719,36226,111.46,0.74,0.206,0.87,1
567,Instagram,Reel,Education,influencer,40996,323,4,8,3,181,18,0,1,124,3,1,curiosity,14016,1499,191,362,247,18024,10568,76.69,0.62,0.164,0.45,0
568,YouTube,Short,Motivation,individual,1675,1781,9,10,7,189,3,1,0,8,4,1,funny,3226,341,61,16,89,7473,3965,3.21,0.4,0.157,1,0
569,TikTok,Reel,Tech,influencer,2927,1103,2,2,4,186,34,1,0,27,9,1,curiosity,5513,593,137,56,177,13097,7586,12.83,0.48,0.175,0.26,0
570,YouTube,Video,Meme,individual,28944,1512,7,2,1,139,2,0,1,15,17,3,curiosity,75572,9066,1274,1835,968,175053,115784,3.05,0.2,0.174,0.96,1
571,Instagram,Reel,Meme,individual,6359,1281,2,2,3,285,1,1,1,131,10,6,funny,11236,1260,153,258,111,15802,13733,52.23,0.4,0.159,0.32,0
572,TikTok,Video,Entertainment,individual,1772,363,10,4,6,146,20,1,0,68,11,5,inspiration,6576,733,100,126,91,13780,7854,54.89,0.81,0.16,1,1
573,Instagram,Video,Education,individual,16767,1893,3,5,3,143,18,1,0,61,16,2,fear,19834,1567,309,530,568,30006,25531,60.62,0.99,0.15,0.33,0
574,Instagram,Post,Entertainment,individual,962,1714,7,4,10,22,22,0,0,54,22,7,neutral,109,10,1,2,2,200,115,6.86,0.13,0.138,0.91,0
575,YouTube,Short,Entertainment,individual,2788,1065,6,6,4,245,26,0,0,170,9,4,funny,2441,280,69,31,54,5364,4290,131.82,0.78,0.178,0.65,0
576,Instagram,Reel,Entertainment,influencer,15549,1549,10,10,4,14,33,1,0,28,16,7,neutral,17763,1685,212,377,226,26499,19100,4.13,0.15,0.141,1,0
577,Instagram,Video,Motivation,influencer,4719,1271,2,4,2,274,6,1,0,162,12,3,curiosity,2401,167,72,34,48,3209,2591,77.24,0.48,0.134,0.43,0
578,YouTube,Video,Entertainment,brand,15584,1769,3,3,8,119,7,0,1,73,18,7,inspiration,39090,1334,942,1142,631,48133,41351,31.1,0.43,0.104,0.49,1
579,Instagram,Post,Meme,brand,47,1342,4,3,5,149,12,0,0,156,11,1,fear,4674,325,186,47,84,9998,8340,99.67,0.64,0.137,0.41,1
580,YouTube,Reel,Entertainment,brand,558,419,1,6,2,65,10,1,1,7,9,6,neutral,249,17,5,5,4,336,195,5.93,0.85,0.124,0.14,0
581,TikTok,Short,Motivation,individual,4090,334,2,9,3,31,30,0,0,139,8,5,funny,4022,277,78,82,45,9841,5203,105.69,0.76,0.12,0.21,0
582,TikTok,Short,Education,individual,11063,992,10,8,6,95,13,0,0,85,20,3,curiosity,27790,2942,1076,794,813,55032,49021,80.05,0.94,0.202,1,1
583,YouTube,Video,Tech,individual,1993,944,9,4,5,255,25,0,0,12,23,3,fear,3441,190,122,69,35,4702,2849,4.07,0.34,0.121,1,0
584,Instagram,Short,Entertainment,individual,1436,719,8,2,4,270,29,1,1,5,21,2,curiosity,12362,1234,236,69,227,25459,13177,2.42,0.48,0.143,1,1
585,TikTok,Short,Motivation,brand,1409,1838,5,2,8,232,2,1,0,21,17,2,curiosity,10942,735,294,246,415,24452,18189,7.07,0.34,0.154,0.63,1
586,TikTok,Post,Entertainment,influencer,4523,736,3,5,6,91,34,1,0,10,2,6,fear,6635,453,116,161,143,15312,11047,4.81,0.48,0.132,0.41,0
587,Instagram,Post,Motivation,individual,6818,789,7,7,5,10,24,0,0,164,7,5,inspiration,6474,512,152,72,166,13125,11190,35.7,0.22,0.139,0.8,0
588,Instagram,Post,Meme,brand,32802,173,7,7,7,54,34,1,0,160,2,7,curiosity,88024,4584,4280,458,3150,144799,97904,33.56,0.21,0.142,0.98,1
589,YouTube,Video,Tech,individual,8477,242,2,8,5,160,12,0,1,68,8,1,neutral,9405,463,256,93,227,11911,10501,9.66,0.14,0.11,0.21,0
590,TikTok,Short,Tech,brand,5745,1202,7,8,5,25,39,1,0,110,7,1,fear,11361,806,275,325,296,14322,12575,64.54,0.59,0.15,0.77,0
591,TikTok,Video,Tech,individual,1264,800,1,6,3,121,28,0,1,136,0,1,fear,556,24,18,13,20,1186,972,116.01,0.85,0.135,0.25,0
592,TikTok,Reel,Entertainment,influencer,641,809,9,5,6,174,0,1,0,174,16,4,neutral,2583,263,39,20,96,5682,3815,131.2,0.75,0.162,1,1
593,YouTube,Video,Motivation,brand,1109,876,3,6,1,126,25,0,0,140,17,6,fear,34843,1900,614,943,1037,56007,36529,121.85,0.87,0.129,0.42,1
594,TikTok,Reel,Education,individual,401,1526,4,2,3,104,21,0,1,27,19,7,neutral,1654,97,52,14,34,3790,2789,24.03,0.89,0.119,0.53,1
595,Instagram,Post,Tech,influencer,4977,1956,9,4,10,239,23,1,1,82,8,1,curiosity,4291,486,107,102,101,10403,7407,58.33,0.71,0.186,0.98,0
596,YouTube,Post,Meme,brand,1548,894,4,4,5,199,19,1,0,45,22,5,inspiration,7934,600,236,224,286,15142,8927,35.79,0.8,0.17,0.49,1
597,TikTok,Post,Education,brand,905,1205,3,7,9,257,2,0,1,83,17,5,fear,50,3,1,1,0,96,53,20.67,0.25,0.1,0.44,0
598,Instagram,Reel,Education,individual,177,573,9,10,1,126,22,0,0,81,22,2,neutral,4995,176,93,149,100,9954,7868,57.53,0.71,0.104,0.95,1
599,YouTube,Short,Entertainment,influencer,11902,812,4,5,8,141,34,1,1,56,9,6,fear,18375,2106,399,282,597,23324,15380,31.49,0.56,0.184,0.56,0
600,TikTok,Video,Motivation,influencer,8483,1945,4,6,6,41,32,0,0,171,22,3,fear,7587,474,196,70,138,18334,12124,137.87,0.81,0.116,0.64,0
601,Instagram,Reel,Education,individual,3285,60,2,2,1,219,39,0,1,175,23,7,funny,10464,403,154,257,180,21335,15333,40.82,0.23,0.095,0.31,1
602,Instagram,Post,Motivation,individual,886,1334,4,7,10,195,11,0,1,133,19,2,funny,2664,109,118,51,79,5832,4139,112.3,0.84,0.134,0.54,1
603,YouTube,Reel,Meme,brand,1087,881,8,5,9,114,18,0,1,62,21,6,funny,1937,58,57,14,60,2543,1563,18.56,0.3,0.098,0.93,0
604,TikTok,Reel,Tech,influencer,1374,1466,2,4,6,23,34,0,1,160,6,7,inspiration,4082,366,108,24,132,9673,6137,109.24,0.68,0.154,0.34,1
605,Instagram,Reel,Entertainment,influencer,8544,545,2,10,1,39,14,0,0,74,22,5,funny,11296,1304,476,163,368,14045,9189,27.3,0.37,0.205,0.25,0
606,TikTok,Short,Tech,individual,2155,1026,9,3,6,225,38,0,0,68,21,6,curiosity,6963,392,297,47,227,12504,7637,41.72,0.61,0.138,1,1
607,YouTube,Video,Motivation,individual,87,557,2,8,10,256,10,1,1,5,11,1,fear,473,31,23,12,9,629,403,4.18,0.84,0.159,0.28,1
608,TikTok,Short,Entertainment,individual,2107,1432,9,10,3,247,14,1,0,134,3,5,inspiration,10548,1264,262,131,369,23560,19147,133.82,1,0.192,1,1
609,Instagram,Reel,Motivation,brand,12735,81,1,3,3,279,12,1,0,5,16,2,neutral,2334,94,77,32,18,5072,3108,4.66,0.93,0.095,0.16,0
610,TikTok,Post,Tech,brand,2285,201,9,9,7,199,25,0,0,61,4,5,neutral,11006,588,257,182,412,15094,10538,55.18,0.9,0.131,0.93,1
611,TikTok,Reel,Meme,influencer,1901,1452,2,4,2,106,33,0,0,38,3,3,neutral,2001,133,36,30,15,3211,1761,27.03,0.71,0.107,0.28,0
612,YouTube,Video,Motivation,individual,2892,1233,2,5,5,292,30,1,1,110,0,6,inspiration,4179,278,158,115,138,9542,8317,31.64,0.29,0.165,0.46,0
613,YouTube,Video,Education,individual,30193,1870,1,6,3,266,39,0,1,85,20,6,curiosity,56010,6150,2162,331,1121,135355,114653,64.62,0.76,0.174,0.27,0
614,YouTube,Short,Meme,brand,1183,1119,9,4,7,255,7,0,1,107,15,3,neutral,900,27,9,4,7,2234,1390,27.15,0.25,0.052,0.97,0
615,Instagram,Video,Tech,influencer,3622,439,6,7,9,250,19,0,0,96,11,1,neutral,2487,240,90,26,49,5353,3934,81.55,0.85,0.163,0.8,0
616,YouTube,Short,Entertainment,brand,31380,1576,10,2,10,205,16,1,1,98,7,7,neutral,59213,4856,1841,533,1778,94163,75573,69.42,0.71,0.152,1,0
617,TikTok,Reel,Meme,brand,41048,1748,2,8,9,222,30,1,1,104,15,4,funny,22398,2264,956,274,378,28104,19156,97.47,0.94,0.173,0.25,0
618,YouTube,Reel,Meme,brand,7472,1035,10,7,10,16,4,0,1,69,13,2,fear,9489,810,259,148,222,11763,10445,26.21,0.38,0.152,1,0
619,Instagram,Reel,Tech,brand,6509,1866,10,4,2,22,23,1,1,172,13,4,fear,1490,128,64,33,32,2954,2405,101.38,0.59,0.172,1,0
620,YouTube,Reel,Meme,influencer,12206,1655,4,3,1,67,39,1,1,176,22,4,fear,17296,946,268,138,510,23427,19675,3.06,0.02,0.108,0.54,0
621,TikTok,Post,Meme,individual,60276,1528,5,8,3,201,24,0,0,59,8,1,funny,41054,3007,1331,1044,1199,54385,35937,39.79,0.67,0.16,0.66,0
622,Instagram,Reel,Tech,brand,788,405,5,5,10,283,26,1,0,52,11,7,funny,7104,360,99,209,109,8718,5983,45.54,0.88,0.109,0.5,1
623,TikTok,Post,Education,influencer,9564,750,8,8,7,278,26,1,0,116,4,4,funny,14888,1639,694,177,172,25027,14249,31.79,0.27,0.18,1,0
624,YouTube,Short,Meme,influencer,1930,1669,5,6,2,102,15,0,0,114,2,5,funny,5262,479,253,93,194,8433,4878,110.39,0.97,0.194,0.75,1
625,Instagram,Post,Education,influencer,153,1404,8,1,5,58,1,0,0,99,3,3,neutral,7250,509,338,121,106,13715,7445,15.76,0.16,0.148,0.8,1
626,Instagram,Video,Entertainment,brand,25623,483,3,5,9,16,3,1,0,137,10,5,funny,18848,1253,211,550,744,35872,30739,76.16,0.56,0.146,0.32,0
627,TikTok,Video,Meme,individual,17068,1399,3,8,9,248,33,1,0,73,18,5,curiosity,98542,10813,4326,1011,2645,140610,74287,7.16,0.1,0.191,0.55,1
628,TikTok,Post,Entertainment,individual,25602,1692,5,6,3,23,1,0,0,99,10,6,funny,7270,439,292,135,259,16767,12120,54.72,0.55,0.155,0.57,0
629,TikTok,Video,Education,individual,6524,914,7,3,4,268,9,1,1,121,14,2,inspiration,7276,694,221,109,139,14169,8288,28.93,0.24,0.16,0.71,0
630,Instagram,Reel,Tech,individual,1739,1168,3,1,2,180,11,0,1,7,17,6,funny,7852,283,209,87,170,16179,10945,6.6,0.94,0.095,0.52,1
631,TikTok,Video,Education,brand,2488,1262,7,1,7,33,1,1,1,96,18,1,curiosity,8243,654,172,91,80,11890,6787,81.81,0.85,0.121,0.88,1
632,Instagram,Video,Education,individual,5209,252,5,2,2,266,13,1,0,140,1,3,curiosity,11341,1207,311,331,435,24034,20626,108.71,0.78,0.201,0.78,1
633,YouTube,Video,Tech,brand,1027,1637,10,4,6,84,5,0,0,25,0,3,inspiration,1227,61,40,23,15,1979,1173,20.3,0.81,0.113,1,0
634,TikTok,Reel,Meme,brand,5982,1958,5,10,10,149,17,0,0,62,20,5,funny,23154,753,245,190,319,31939,24572,27.77,0.45,0.065,0.65,1
635,Instagram,Reel,Entertainment,influencer,266,1772,2,7,2,251,9,0,0,118,0,7,neutral,926,56,32,24,29,1550,1320,66.19,0.56,0.152,0.31,1
636,Instagram,Short,Entertainment,individual,19506,528,10,7,7,138,7,1,1,131,3,5,inspiration,73086,4911,943,1670,2163,128917,95051,81.21,0.62,0.133,1,1
637,Instagram,Post,Entertainment,brand,235,1893,5,5,10,244,7,1,1,172,0,5,curiosity,4041,146,42,110,102,8089,5691,61.81,0.36,0.099,0.57,1
638,YouTube,Reel,Meme,brand,816,591,10,10,1,47,14,0,0,93,5,2,funny,2540,162,72,42,35,3806,2170,79.37,0.85,0.122,1,1
639,YouTube,Short,Education,individual,1450,168,4,6,1,83,6,0,1,20,13,1,fear,4371,332,58,89,23,6453,4193,15.97,0.8,0.115,0.6,1
640,TikTok,Video,Motivation,individual,8964,545,7,7,9,218,14,1,0,78,2,7,curiosity,8108,293,135,200,224,18559,16411,45.31,0.58,0.105,0.75,0
641,YouTube,Short,Education,influencer,3403,998,8,7,3,152,34,1,0,40,19,6,funny,13418,1124,552,180,245,26999,23102,35.74,0.89,0.157,0.92,1
642,YouTube,Short,Education,brand,2821,1936,3,8,5,161,26,1,1,52,14,7,neutral,16181,884,488,468,178,33714,21593,37.98,0.73,0.125,0.48,1
643,TikTok,Short,Education,brand,16271,108,5,3,7,198,9,1,1,9,22,7,funny,34816,3817,359,732,257,73489,55987,3.91,0.43,0.148,0.67,1
644,YouTube,Reel,Meme,brand,6776,30,8,7,2,28,30,0,0,81,23,5,funny,14573,1571,184,309,134,34843,30082,2.45,0.03,0.151,0.82,1
645,TikTok,Video,Motivation,individual,4396,895,7,4,2,297,9,0,0,109,7,2,curiosity,3785,329,45,76,39,5927,4957,90.87,0.83,0.129,0.81,0
646,Instagram,Reel,Motivation,influencer,2465,1394,4,1,9,199,34,1,1,101,20,7,fear,3240,243,95,53,39,7925,4789,76.82,0.76,0.133,0.54,0
647,Instagram,Reel,Meme,brand,5431,1974,10,9,7,201,11,1,1,108,16,5,funny,12964,1256,403,198,186,16290,9560,107.86,1,0.158,1,1
648,TikTok,Post,Tech,influencer,10239,577,2,1,3,43,32,1,1,53,17,5,curiosity,182330,7938,5221,4006,6222,282164,213983,25.4,0.48,0.128,0.38,1
649,TikTok,Post,Motivation,brand,3774,460,4,8,8,251,5,1,0,70,11,2,neutral,9642,824,156,187,327,17349,14164,4.89,0.07,0.155,0.53,1
650,YouTube,Video,Motivation,influencer,124908,1231,4,4,1,152,2,0,1,97,14,3,fear,62479,6247,1364,694,788,124147,97107,14.99,0.15,0.146,0.57,0
651,YouTube,Short,Tech,influencer,516,815,9,3,6,141,0,0,0,45,14,6,curiosity,971,101,42,10,7,1661,873,33.77,0.75,0.165,0.96,0
652,Instagram,Video,Tech,brand,8351,1296,8,4,2,235,19,1,0,54,19,1,funny,14016,1480,592,75,161,34720,26601,36.06,0.67,0.165,0.91,0
653,TikTok,Video,Tech,influencer,1627,1723,5,9,5,200,38,1,1,143,13,7,funny,15880,1084,542,101,547,19389,14283,93.39,0.65,0.143,0.62,1
654,YouTube,Reel,Entertainment,brand,493,737,5,9,10,228,15,0,0,162,12,4,neutral,3386,321,68,24,26,5021,3026,70.18,0.43,0.13,0.78,1
655,YouTube,Reel,Motivation,individual,4170,1590,8,4,7,210,20,0,1,119,19,7,funny,4842,398,200,59,152,10044,8172,46.75,0.39,0.167,0.92,0
656,TikTok,Post,Education,individual,8498,1747,5,1,6,215,13,0,1,12,7,3,funny,12804,809,178,247,106,21711,18167,3.6,0.3,0.105,0.53,0
657,YouTube,Video,Entertainment,individual,25487,1440,8,8,3,179,30,1,1,158,17,2,fear,55543,4034,2277,1390,1540,94451,52006,74.97,0.47,0.166,0.97,1
658,YouTube,Video,Tech,individual,7503,1966,1,4,6,36,2,0,0,98,7,6,fear,585,51,7,4,6,1355,1187,62.52,0.64,0.116,0.32,0
659,YouTube,Video,Meme,brand,1154,1299,9,6,1,78,8,1,1,41,5,3,curiosity,1265,45,39,29,15,2195,1752,30.15,0.74,0.101,1,0
660,TikTok,Reel,Meme,individual,36732,1957,1,5,8,169,32,0,0,56,17,3,funny,50529,3813,1005,759,1523,95802,83607,49.31,0.88,0.141,0.23,0
661,YouTube,Reel,Entertainment,influencer,2730,1084,5,2,6,263,1,1,0,16,2,6,fear,2985,134,56,24,60,5032,4218,14.43,0.9,0.092,0.58,0
662,Instagram,Video,Motivation,brand,23923,1324,3,6,10,239,8,1,0,38,3,1,curiosity,32302,2103,690,753,284,47245,38589,29.07,0.77,0.119,0.31,0
663,Instagram,Video,Tech,brand,2329,760,6,7,10,216,30,1,1,110,21,1,funny,11690,903,155,303,309,14507,10197,20.62,0.19,0.143,0.61,1
664,YouTube,Video,Motivation,influencer,1255,686,10,2,8,212,23,1,0,103,22,7,inspiration,2080,150,40,41,77,4071,2830,77.56,0.75,0.148,1,0
665,YouTube,Video,Meme,brand,1775,1739,7,6,4,104,24,0,0,115,0,4,curiosity,5644,572,207,122,160,12130,7514,60.09,0.52,0.188,0.81,1
666,Instagram,Short,Tech,individual,97,373,3,4,1,144,16,0,0,131,1,3,curiosity,3180,146,79,53,62,6967,4824,25,0.19,0.107,0.58,1
667,YouTube,Short,Entertainment,influencer,8182,1841,7,4,5,30,0,0,1,147,16,3,neutral,12580,1159,388,370,134,18276,14620,89.1,0.61,0.163,0.85,0
668,YouTube,Post,Entertainment,influencer,942,1425,3,10,9,106,39,0,1,21,12,6,curiosity,1638,170,31,21,35,3227,1997,13.34,0.64,0.157,0.39,0
669,TikTok,Short,Motivation,influencer,3594,1260,4,1,6,233,22,1,0,149,13,4,curiosity,21408,1255,341,531,556,27861,20899,16.76,0.11,0.125,0.68,1
670,YouTube,Post,Entertainment,brand,30027,1209,3,2,3,69,9,1,1,53,14,3,fear,4638,326,98,132,166,6922,4598,6.28,0.12,0.156,0.45,0
671,TikTok,Video,Entertainment,individual,3346,604,6,6,7,155,21,0,0,65,23,5,neutral,9217,709,379,124,103,19600,16714,38.85,0.6,0.143,0.8,1
672,YouTube,Short,Tech,individual,1105,1353,5,1,4,85,16,1,1,147,1,2,neutral,2037,219,85,59,15,4433,2466,40.91,0.28,0.186,0.52,0
673,Instagram,Short,Motivation,individual,3677,340,6,2,4,187,0,1,0,128,2,7,funny,3054,145,135,26,112,6804,4985,37.72,0.29,0.137,0.87,0
674,YouTube,Short,Motivation,influencer,479,1421,9,10,10,210,25,1,1,64,18,3,neutral,2657,287,49,41,100,4710,3333,28.57,0.45,0.18,1,1
675,Instagram,Post,Motivation,individual,17696,118,7,2,6,65,4,0,1,176,9,5,neutral,31220,3176,1163,317,276,60803,35005,146.33,0.83,0.158,0.91,0
676,TikTok,Video,Education,influencer,1647,1533,5,1,7,99,14,1,0,46,22,4,fear,4261,502,51,40,117,8258,7336,8,0.17,0.167,0.68,1
677,YouTube,Reel,Education,influencer,4885,765,6,6,1,286,3,1,0,135,16,6,curiosity,8248,295,228,216,63,11164,6969,49.29,0.37,0.097,0.87,0
678,TikTok,Post,Tech,influencer,4223,275,3,1,4,266,33,0,0,23,23,2,curiosity,16027,543,784,87,611,33591,29970,9.74,0.42,0.126,0.3,1
679,TikTok,Short,Meme,brand,4429,210,3,4,5,50,18,0,0,52,21,7,curiosity,3048,314,121,57,82,4669,3986,14.1,0.27,0.188,0.43,0
680,Instagram,Video,Motivation,brand,4920,914,1,6,7,146,30,1,0,149,2,5,inspiration,4929,515,133,103,189,10045,5733,125.42,0.84,0.191,0.23,0
681,YouTube,Reel,Tech,influencer,5001,1227,5,10,8,76,21,1,1,30,18,4,inspiration,109295,8958,2919,999,1135,164272,132938,21.81,0.73,0.128,0.79,1
682,TikTok,Reel,Tech,influencer,2156,165,5,1,8,250,23,0,0,35,14,2,inspiration,2599,137,63,25,90,5901,3796,31.13,0.89,0.121,0.59,0
683,YouTube,Video,Meme,influencer,4244,931,1,7,4,214,26,0,0,103,12,5,funny,7176,250,166,118,87,15834,12430,32.44,0.31,0.087,0.16,0
684,Instagram,Reel,Tech,individual,417,64,3,7,1,23,28,1,1,135,13,1,curiosity,3443,205,109,99,42,4428,3191,89.09,0.66,0.132,0.31,1
685,TikTok,Video,Meme,brand,4306,1844,7,5,10,81,29,0,0,166,1,5,funny,10220,1169,103,277,74,17339,9305,158.3,0.95,0.159,0.78,1
686,YouTube,Short,Education,individual,4894,541,10,9,7,250,23,0,1,72,11,5,funny,6445,252,185,117,91,10240,8226,46.99,0.65,0.1,1,0
687,YouTube,Post,Tech,influencer,4109,1501,10,10,2,101,12,0,0,150,22,3,inspiration,5288,534,113,77,142,7629,4886,83.91,0.56,0.164,1,0
688,YouTube,Short,Entertainment,individual,14441,266,5,6,6,186,2,1,1,42,13,7,fear,20087,1263,519,512,157,28102,22398,14.66,0.35,0.122,0.79,0
689,Instagram,Video,Education,brand,14215,785,6,1,7,227,38,0,1,23,19,6,neutral,5993,641,221,55,69,10795,6751,21.46,0.93,0.165,0.61,0
690,Instagram,Short,Entertainment,influencer,12450,1454,5,8,10,147,9,1,1,160,23,3,curiosity,23146,1216,519,607,604,34017,22900,25.02,0.16,0.127,0.72,0
691,TikTok,Reel,Motivation,individual,413,769,2,1,9,198,18,0,1,50,13,6,curiosity,4340,393,101,40,109,7698,4891,25.22,0.5,0.148,0.42,1
692,YouTube,Post,Meme,individual,714,1129,7,6,2,274,7,1,1,114,18,3,curiosity,3125,257,151,17,96,4432,2795,109.38,0.96,0.167,0.96,1
693,TikTok,Video,Tech,influencer,5138,951,3,7,10,133,12,1,0,130,5,3,fear,4133,290,171,103,124,8975,6083,4.83,0.04,0.166,0.47,0
694,TikTok,Video,Education,individual,1289,518,8,1,7,129,15,0,0,46,20,2,fear,2544,199,110,51,69,6134,4325,25.81,0.56,0.169,1,0
695,Instagram,Video,Education,brand,1656,653,5,4,1,129,1,0,1,141,22,1,fear,990,90,23,19,20,1822,1126,93.62,0.66,0.154,0.52,0
696,Instagram,Video,Entertainment,brand,4199,1644,7,3,8,115,16,1,1,126,12,5,curiosity,11444,598,290,73,381,21989,13591,124.04,0.98,0.117,0.95,1
697,YouTube,Video,Tech,influencer,1354,1003,2,5,4,168,14,0,1,125,19,5,neutral,3393,192,68,49,59,6811,3853,47.8,0.38,0.108,0.3,1
698,YouTube,Post,Tech,brand,5076,1482,7,10,4,11,17,0,1,12,14,1,neutral,19312,1682,783,137,205,34370,21427,9.33,0.78,0.145,0.83,1
699,Instagram,Reel,Education,influencer,486,1528,5,2,2,96,6,0,0,106,0,4,funny,646,51,18,3,3,1082,744,104.76,0.99,0.116,0.7,0
700,Instagram,Video,Entertainment,influencer,842,1868,1,7,6,188,32,0,0,128,20,2,funny,370,15,17,6,2,807,704,122.93,0.96,0.108,0.36,0
701,TikTok,Video,Education,individual,6919,865,2,5,10,150,1,0,1,19,13,1,fear,6791,755,142,105,82,10755,8686,8.6,0.45,0.16,0.35,0
702,YouTube,Short,Meme,influencer,28246,1698,9,6,8,257,38,1,0,89,17,6,neutral,34384,3035,348,389,766,72777,52211,55.83,0.63,0.132,0.92,0
703,Instagram,Short,Entertainment,brand,185,933,3,3,5,248,13,0,1,153,14,1,inspiration,1362,47,29,24,29,2319,1626,152.95,1,0.095,0.42,1
704,YouTube,Reel,Education,brand,4318,1135,6,2,3,247,7,0,1,99,15,3,inspiration,3573,358,177,65,103,8264,4685,25.02,0.25,0.197,0.73,0
705,Instagram,Reel,Tech,individual,1666,422,4,9,1,213,5,1,0,86,7,5,curiosity,2165,112,65,12,59,5215,4041,48.56,0.56,0.115,0.6,0
706,YouTube,Short,Education,brand,642,65,3,4,5,231,24,0,1,159,1,3,inspiration,6100,204,291,182,231,8289,7043,107.34,0.68,0.149,0.51,1
707,YouTube,Post,Entertainment,individual,2318,1371,9,4,9,101,38,1,0,162,4,1,fear,5279,554,117,88,187,7838,6046,10.43,0.06,0.179,1,1
708,YouTube,Short,Education,individual,23551,48,3,2,8,238,16,1,0,96,17,1,inspiration,35674,2353,626,855,291,59338,43935,50.39,0.52,0.116,0.32,0
709,YouTube,Video,Meme,influencer,124,1764,1,2,7,193,19,1,1,170,10,4,funny,215,24,6,3,6,528,405,54.87,0.32,0.181,0.24,0
710,Instagram,Short,Education,brand,7773,1007,2,1,4,299,10,1,1,27,5,4,funny,14614,515,237,111,422,18627,14079,17.15,0.64,0.088,0.31,0
711,Instagram,Short,Tech,brand,702,1667,1,3,1,152,30,1,1,25,2,6,inspiration,1518,121,69,19,14,2038,1365,13.25,0.53,0.147,0.32,1
712,YouTube,Reel,Meme,individual,173,989,4,6,10,144,7,0,1,66,23,4,inspiration,753,30,11,16,21,1343,1000,56.27,0.85,0.104,0.63,1
713,YouTube,Video,Meme,individual,3640,876,6,4,2,69,1,0,1,84,18,2,fear,21113,907,948,255,542,45189,29493,46.83,0.56,0.126,0.77,1
714,TikTok,Short,Tech,brand,10781,1572,1,6,4,215,9,0,0,176,1,2,inspiration,8449,908,139,47,68,16273,10566,51.86,0.29,0.138,0.39,0
715,Instagram,Short,Entertainment,brand,2495,695,2,1,2,156,38,0,0,17,4,2,neutral,3112,368,67,77,68,4416,3323,2.6,0.15,0.186,0.43,0
716,Instagram,Video,Education,influencer,691,1388,4,5,1,52,5,0,0,155,7,7,funny,3429,405,102,97,17,5503,3253,138.82,0.9,0.181,0.49,1
717,Instagram,Short,Meme,brand,619,465,2,2,10,186,31,1,0,52,12,6,fear,1302,87,24,29,35,2507,1504,6.98,0.13,0.134,0.48,1
718,TikTok,Short,Motivation,individual,1631,403,4,8,2,288,30,0,1,169,12,1,curiosity,5114,321,143,135,48,10633,8563,56.4,0.33,0.127,0.57,1
